store_id,retailer,country,state,location_setting,place_id,mapping_confidence,operational_status,usable_for_network,current_source,eligible_for_analytics,eligible_for_place_analytics,source_id,issues
specsavers-3404,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-caneland-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-2968,OPSM,Australia,QLD,High Street,corridor-au-qld-mango-hill-north-lakes-drive,Medium,Usable,true,true,true,true,opsm-au,
opsm-1263,OPSM,Australia,QLD,Shopping Centre,place-au-qld-sunshine-plaza,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-51,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-sunshine-plaza,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3201,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-sunshine-plaza,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-4076324335,Independent / Other optical,Australia,QLD,High Street,corridor-au-qld-maryborough-lennox-street,Medium,Usable,true,true,true,true,osm-opticians,
opsm-1167,OPSM,Australia,QLD,High Street,corridor-au-qld-maryborough-lennox-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3483,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-station-square-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1119,OPSM,Australia,QLD,Shopping Centre,place-au-qld-brookside-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-152,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-brookside-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3408,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-brookside-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1273,OPSM,Australia,QLD,High Street,corridor-au-qld-morayfield-morayfield-road,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-49,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-morayfield-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3363,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-morayfield-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-2270,OPSM,Australia,QLD,Shopping Centre,place-au-qld-mt-gravatt-plaza,High,Usable,true,true,true,true,opsm-au,
opsm-1585,OPSM,Australia,QLD,High Street,corridor-au-qld-mount-isa-simpson-street,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-153,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-mt-ommaney-centre,Medium,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3406,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-mt-ommaney-centre,High,Usable,true,true,true,true,specsavers-au,
oscar-wylee-131,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-capalaba-park-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
opsm-1274,OPSM,Australia,QLD,High Street,corridor-au-qld-mt-ommaney-dandenong-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3203,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-nambour-plaza,High,Usable,true,true,true,true,specsavers-au,
specsavers-3628,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-nerang-town-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3572,Specsavers,Australia,QLD,High Street,corridor-au-qld-newtown-james-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-2998,OPSM,Australia,QLD,Shopping Centre,place-au-qld-noosa-civic-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-78,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-noosa-civic-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3204,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-noosa-civic-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-2978,OPSM,Australia,QLD,High Street,corridor-au-qld-north-ipswich-the-terrace,Medium,Usable,true,true,true,true,opsm-au,
bailey-nelson-north-lakes,Bailey Nelson,Australia,QLD,Shopping Centre,place-au-qld-westfield-north-lakes,Medium,Usable,true,true,true,true,bailey-nelson-au,
oscar-wylee-19,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-westfield-north-lakes,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3305,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-westfield-north-lakes,High,Usable,true,true,true,true,specsavers-au,
specsavers-3604,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-mackay-mt-pleasant-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
oscar-wylee-91,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-stockland-rockhampton-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3455,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-stockland-rockhampton-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1299,OPSM,Australia,QLD,High Street,corridor-au-qld-pialba-old-maryborough-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3343,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-pialba-place,High,Usable,true,true,true,true,specsavers-au,
specsavers-3576,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-castletown-shoppingworld,High,Usable,true,true,true,true,specsavers-au,
specsavers-3277,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-redbank-plaza,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-robina,Bailey Nelson,Australia,QLD,Shopping Centre,place-au-qld-robina-town-centre-dr,High,Usable,true,true,true,true,bailey-nelson-au,
oscar-wylee-81,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-robina-town-centre-dr,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3381,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-robina-town-centre-dr,High,Usable,true,true,true,true,specsavers-au,
opsm-1322,OPSM,Australia,QLD,Shopping Centre,place-au-qld-robina-town-centre-dr,High,Usable,true,true,true,true,opsm-au,
opsm-1064,OPSM,Australia,QLD,High Street,corridor-au-qld-rockhampton-bruce-highway,Medium,Usable,true,true,true,true,opsm-au,
opsm-1076,OPSM,Australia,QLD,Shopping Centre,place-au-qld-runaway-bay-shopping-village,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3391,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-runaway-bay-shopping-village,High,Usable,true,true,true,true,specsavers-au,
opsm-1562,OPSM,Australia,QLD,Shopping Centre,place-au-qld-logan-hyperdome,High,Usable,true,true,true,true,opsm-au,
specsavers-3304,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-cairns-smithfield-centre,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-13300409376,Independent / Other optical,Australia,QLD,High Street,corridor-au-qld-southport-marine-parade,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
opsm-1343,OPSM,Australia,QLD,High Street,corridor-au-qld-southport-marine-parade,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-94,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-australia-fair-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3453,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-australia-fair-shopping-centre,Medium,Usable,true,true,true,true,specsavers-au,
oscar-wylee-93,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-orion-springfield-central,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3567,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-orion-springfield-central,High,Usable,true,true,true,true,specsavers-au,
opsm-1110,OPSM,Australia,QLD,High Street,corridor-au-qld-springfield-lakes-main-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3651,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-arndale-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-7025,OPSM,Australia,QLD,High Street,corridor-au-qld-stafford-stafford-road,Medium,Usable,true,true,true,true,opsm-au,
opsm-1436,OPSM,Australia,QLD,Shopping Centre,place-au-qld-strathpine-centre,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-35,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-strathpine-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3389,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-strathpine-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1268,OPSM,Australia,QLD,Shopping Centre,place-au-qld-sunnybank-plaza,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3479,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-sunnybank-plaza,High,Usable,true,true,true,true,specsavers-au,
specsavers-3518,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-taigum-square,High,Usable,true,true,true,true,specsavers-au,
opsm-1387,OPSM,Australia,QLD,High Street,corridor-au-qld-the-gap-waterworks-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3476,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-townsville-willows-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1565,OPSM,Australia,QLD,Shopping Centre,place-au-qld-toowong-village,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3566,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-toowong-village,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-toowoomba,Bailey Nelson,Australia,QLD,Shopping Centre,place-au-qld-toowoomba-grand-central-shopping-centre,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-1339,OPSM,Australia,QLD,High Street,corridor-au-qld-toowoomba-james-street,Medium,Usable,true,true,true,true,opsm-au,
opsm-1062,OPSM,Australia,QLD,Shopping Centre,place-au-qld-toowoomba-grand-central-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3416,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-toowoomba-grand-central-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
oscar-wylee-63,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-toowoomba-grand-central-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
opsm-1169,OPSM,Australia,QLD,High Street,corridor-au-qld-townsville-kings-road,Medium,Usable,true,true,true,true,opsm-au,
bailey-nelson-mt-gravatt,Bailey Nelson,Australia,QLD,High Street,corridor-au-qld-upper-mount-gravatt-kessels-road,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-1262,OPSM,Australia,QLD,Shopping Centre,place-au-qld-mt-gravatt-westfield,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-9,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-mt-gravatt-westfield,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3248,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-mt-gravatt-westfield,High,Usable,true,true,true,true,specsavers-au,
specsavers-3342,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-stocklands-hervey-bay,High,Usable,true,true,true,true,specsavers-au,
opsm-1552,OPSM,Australia,QLD,Shopping Centre,place-au-qld-victoria-point-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3445,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-victoria-point-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3626,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-rose-city-shoppingworld,High,Usable,true,true,true,true,specsavers-au,
specsavers-3506,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-gladstone-centre-plaza,High,Usable,true,true,true,true,specsavers-au,
specsavers-3442,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-wynnum-plaza,High,Usable,true,true,true,true,specsavers-au,
specsavers-3664,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-yamanto-central,High,Usable,true,true,true,true,specsavers-au,
opsm-2957,OPSM,Australia,QLD,Shopping Centre,place-au-qld-bay-plaza-yeppoon,High,Usable,true,true,true,true,opsm-au,
independent-other-optical-osm-au-node-13067885816,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-13315387402,Independent / Other optical,Australia,SA,High Street,corridor-au-sa-sa-main-south-road,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-2402171927,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-5977220533,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-8783937933,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-6389827386,Independent / Other optical,Australia,SA,High Street,place-au-sa-rundle-mall,High,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-11103983492,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-13174858453,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-13189720700,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-13253287112,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-4744133082,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-way-320606401,Independent / Other optical,Australia,SA,High Street,corridor-au-sa-sa-east-terrace,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-4837914521,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-7571950286,Independent / Other optical,Australia,SA,High Street,corridor-au-sa-sa-the-parade,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-4671719161,Independent / Other optical,Australia,SA,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
opsm-2961,OPSM,Australia,SA,Shopping Centre,place-au-sa-the-hub-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
bailey-nelson-adelaide-arcade,Bailey Nelson,Australia,SA,Shopping Centre,place-au-sa-adelaide-arcade,High,Usable,true,true,true,true,bailey-nelson-au,
opsm-1376,OPSM,Australia,SA,High Street,place-au-sa-rundle-mall,High,Usable,true,true,true,true,opsm-au,
opsm-1050,OPSM,Australia,SA,High Street,corridor-au-sa-adelaide-north-terrace,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3208,Specsavers,Australia,SA,High Street,place-au-sa-rundle-mall,High,Usable,true,true,true,true,specsavers-au,
opsm-1579,OPSM,Australia,SA,High Street,corridor-au-sa-berri-denny-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3217,Specsavers,Australia,SA,Shopping Centre,place-au-sa-berri-riverland-central-plaza,High,Usable,true,true,true,true,specsavers-au,
specsavers-3269,Specsavers,Australia,SA,High Street,corridor-au-sa-clare-main-north-road,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1572,OPSM,Australia,SA,Shopping Centre,place-au-sa-edwardstown-castle-plaza-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3369,Specsavers,Australia,SA,Shopping Centre,place-au-sa-edwardstown-castle-plaza-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1155,OPSM,Australia,SA,Shopping Centre,place-au-sa-elizabeth-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-113,Oscar Wylee,Australia,SA,Shopping Centre,place-au-sa-elizabeth-city-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3351,Specsavers,Australia,SA,Shopping Centre,place-au-sa-elizabeth-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1422,OPSM,Australia,SA,High Street,corridor-au-sa-firle-glynburn-road,Medium,Usable,true,true,true,true,opsm-au,
opsm-1251,OPSM,Australia,SA,High Street,corridor-au-sa-gawler-murray-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3616,Specsavers,Australia,SA,High Street,corridor-au-sa-gawler-murray-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1211,OPSM,Australia,SA,High Street,corridor-au-sa-glenelg-jetty-road,Medium,Usable,true,true,true,true,opsm-au,
opsm-1011,OPSM,Australia,SA,High Street,corridor-au-sa-glenside-portrush-road,Medium,Usable,true,true,true,true,opsm-au,
opsm-1468,OPSM,Australia,SA,Shopping Centre,place-au-sa-the-grove-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3662,Specsavers,Australia,SA,Shopping Centre,place-au-sa-the-grove-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3514,Specsavers,Australia,SA,Shopping Centre,place-au-sa-ingle-farm-plaza,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-8019782385,Independent / Other optical,Australia,SA,High Street,corridor-au-sa-jamestown-ayr-street,Medium,Usable,true,true,true,true,osm-opticians,
specsavers-3273,Specsavers,Australia,SA,High Street,corridor-au-sa-kadina-hallett-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1648,OPSM,Australia,SA,High Street,corridor-au-sa-kilkenny-torrens-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3524,Specsavers,Australia,SA,Shopping Centre,place-au-sa-arndale-central,High,Usable,true,true,true,true,specsavers-au,
specsavers-3244,Specsavers,Australia,SA,Shopping Centre,place-au-sa-marden-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1231,OPSM,Australia,SA,Shopping Centre,place-au-sa-westfield-tea-tree-plaza,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-39,Oscar Wylee,Australia,SA,Shopping Centre,place-au-sa-westfield-tea-tree-plaza,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3212,Specsavers,Australia,SA,Shopping Centre,place-au-sa-westfield-tea-tree-plaza,High,Usable,true,true,true,true,specsavers-au,
opsm-2934,OPSM,Australia,SA,Shopping Centre,place-au-sa-southgate-square,High,Usable,true,true,true,true,opsm-au,
specsavers-3509,Specsavers,Australia,SA,Shopping Centre,place-au-sa-southgate-plaza,High,Usable,true,true,true,true,specsavers-au,
opsm-1245,OPSM,Australia,SA,High Street,corridor-au-sa-mount-barker-mclaren-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3458,Specsavers,Australia,SA,Shopping Centre,place-au-sa-mount-barker-central,High,Usable,true,true,true,true,specsavers-au,
opsm-1584,OPSM,Australia,SA,High Street,corridor-au-sa-mount-gambier-helen-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3412,Specsavers,Australia,SA,High Street,corridor-au-sa-mount-gambier-commercial-street,Medium,Usable,true,true,true,true,specsavers-au,
specsavers-3594,Specsavers,Australia,SA,Shopping Centre,place-au-sa-murray-bridge-marketplace,High,Usable,true,true,true,true,specsavers-au,
specsavers-3512,Specsavers,Australia,SA,High Street,corridor-au-sa-newton-gorge-road,Medium,Usable,true,true,true,true,specsavers-au,
opsm-7071,OPSM,Australia,SA,High Street,corridor-au-sa-noarlunga-beach-road,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-125,Oscar Wylee,Australia,SA,Shopping Centre,place-au-sa-colonnades-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3376,Specsavers,Australia,SA,Shopping Centre,place-au-sa-noarlunga-centre,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-2415680869,Independent / Other optical,Australia,SA,High Street,corridor-au-sa-north-adelaide-o-connell-street,Medium,Usable,true,true,true,true,osm-opticians,
opsm-1058,OPSM,Australia,SA,High Street,corridor-au-sa-north-adelaide-o-connell-street,Medium,Usable,true,true,true,true,opsm-au,
bailey-nelson-norwood,Bailey Nelson,Australia,SA,High Street,corridor-au-sa-norwood-the-parade,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-2989,OPSM,Australia,SA,High Street,corridor-au-sa-norwood-the-parade,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3415,Specsavers,Australia,SA,Shopping Centre,place-au-sa-norwood-place,High,Usable,true,true,true,true,specsavers-au,
specsavers-3271,Specsavers,Australia,SA,Shopping Centre,place-au-sa-the-barossa-co-op-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-marion,Bailey Nelson,Australia,SA,Shopping Centre,place-au-sa-westfield-marion,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-1254,OPSM,Australia,SA,Shopping Centre,place-au-sa-westfield-marion,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-38,Oscar Wylee,Australia,SA,Shopping Centre,place-au-sa-westfield-marion,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3521,Specsavers,Australia,SA,Shopping Centre,place-au-sa-westfield-marion,High,Usable,true,true,true,true,specsavers-au,
specsavers-3209,Specsavers,Australia,SA,Shopping Centre,place-au-sa-westfield-marion,High,Usable,true,true,true,true,specsavers-au,
opsm-2962,OPSM,Australia,SA,Shopping Centre,place-au-sa-pasadena-green-shopping-centre,High,Usable,true,true,true,true,opsm-au,
bailey-nelson-port-adelaide,Bailey Nelson,Australia,SA,High Street,corridor-au-sa-port-adelaide-commercial-road,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-1586,OPSM,Australia,SA,High Street,corridor-au-sa-port-lincoln-liverpool-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3635,Specsavers,Australia,SA,High Street,corridor-au-sa-port-lincoln-liverpool-street,Medium,Usable,true,true,true,true,specsavers-au,
specsavers-3283,Specsavers,Australia,SA,Shopping Centre,place-au-sa-pirie-plaza,High,Usable,true,true,true,true,specsavers-au,
opsm-1256,OPSM,Australia,SA,High Street,corridor-au-sa-prospect-adelaide-main-north-road,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-69,Oscar Wylee,Australia,SA,High Street,place-au-sa-rundle-mall,High,Usable,true,true,true,true,oscar-wylee-au,
opsm-1066,OPSM,Australia,SA,High Street,corridor-au-sa-salisbury-john-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3214,Specsavers,Australia,SA,Shopping Centre,place-au-sa-parabanks-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3213,Specsavers,Australia,SA,Shopping Centre,place-au-sa-hollywood-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1514,OPSM,Australia,SA,High Street,corridor-au-sa-seaford-commercial-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3642,Specsavers,Australia,SA,Shopping Centre,place-au-sa-seaford-central,High,Usable,true,true,true,true,specsavers-au,
specsavers-3211,Specsavers,Australia,SA,Shopping Centre,place-au-sa-sefton-plaza-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3215,Specsavers,Australia,SA,Shopping Centre,place-au-sa-munno-para-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1289,OPSM,Australia,SA,Shopping Centre,place-au-sa-mitcham-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3627,Specsavers,Australia,SA,Shopping Centre,place-au-sa-mitcham-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-2930,OPSM,Australia,SA,Shopping Centre,place-au-sa-brickworks-marketplace,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3569,Specsavers,Australia,SA,Shopping Centre,place-au-sa-brickworks-marketplace,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-949241785,Independent / Other optical,Australia,SA,High Street,corridor-au-sa-victor-harbor-hindmarsh-road,Medium,Usable,true,true,true,true,osm-opticians,
opsm-7082,OPSM,Australia,SA,High Street,corridor-au-sa-victor-harbor-torrens-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3573,Specsavers,Australia,SA,Shopping Centre,place-au-sa-victor-central,High,Usable,true,true,true,true,specsavers-au,
opsm-1081,OPSM,Australia,SA,Shopping Centre,place-au-sa-westfield-west-lakes,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-146,Oscar Wylee,Australia,SA,Shopping Centre,place-au-sa-westfield-west-lakes,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3375,Specsavers,Australia,SA,Shopping Centre,place-au-sa-westfield-west-lakes,High,Usable,true,true,true,true,specsavers-au,
opsm-1583,OPSM,Australia,SA,Shopping Centre,place-au-sa-whyalla-westland-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3388,Specsavers,Australia,SA,Shopping Centre,place-au-sa-whyalla-westland-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1573,OPSM,Australia,SA,High Street,corridor-au-sa-woodcroft-cnr-bains-panalatinga-road,Medium,Usable,true,true,true,true,opsm-au,
independent-other-optical-osm-ne-node-5248095657,Independent / Other optical,New Zealand,Southland,High Street,corridor-nz-southland-invercargil-don-street,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
opsm-nz-2910,OPSM,New Zealand,Southland,High Street,corridor-nz-southland-invercargill-esk-street,Medium,Usable,true,true,true,true,opsm-nz,
specsavers-nz-3835,Specsavers,New Zealand,Southland,High Street,corridor-nz-southland-invercargill-kelvin-street,Medium,Usable,true,true,true,true,specsavers-nz,
independent-other-optical-osm-ne-node-5625853837,Independent / Other optical,New Zealand,Southland,Shopping Centre,place-nz-southland-southland-eye-specialists,High,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-12319412167,Independent / Other optical,Australia,TAS,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-10657322959,Independent / Other optical,Australia,TAS,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-2597738483,Independent / Other optical,Australia,TAS,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-9988342653,Independent / Other optical,Australia,TAS,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-1808405751,Independent / Other optical,Australia,TAS,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-2678282621,Independent / Other optical,Australia,TAS,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-9882917847,Independent / Other optical,Australia,TAS,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-2376749009,Independent / Other optical,Australia,TAS,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
