priority,place_id,name,country,state,locality,research_status,centre_class,bailey_store_count,mapped_named_brands,mapped_optical_stores,official_url,reason
P3,place-au-unknown-craigieburn-junction,Craigieburn Junction,Australia,,,Partial,Unknown,0,0,0,https://craigieburnjunction.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-craigieburn-village,Craigieburn Village,Australia,,,Not researched,Unknown,0,0,0,https://craigieburnvillage.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-dfo-essendon,DFO Essendon,Australia,,,Not researched,Unknown,0,0,0,https://www.dfo.com.au/essendon,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-dfo-homebush,DFO Homebush,Australia,,,Not researched,Unknown,0,0,0,https://www.homebush.dfo.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-dfo-moorabbin,DFO Moorabbin,Australia,,,Not researched,Unknown,0,0,0,https://www.dfo.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-dakabin-shopping-centre,Dakabin Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://dakabinshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-derrimut-village,Derrimut Village,Australia,,,Not researched,Unknown,0,0,0,https://derrimutvillagesc.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-dolphins-central-shopping-centre,Dolphins Central Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://dolphinscentral.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-emporium,Emporium,Australia,,Melbourne,Partial,Unknown,0,0,0,https://www.emporiummelbourne.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-esperance-boulevard,Esperance Boulevard,Australia,,,Not researched,Unknown,0,0,0,https://www.esperanceboulevard.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-fairfield-forum,Fairfield Forum,Australia,,,Not researched,Unknown,0,0,0,https://www.fairfieldforum.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-forestway-shopping-centre,Forestway Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.forestway.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-frankston-power-centre,Frankston Power Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.frankstonpowercentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-galleria,Galleria,Australia,,,Not researched,Unknown,0,0,0,https://www.galleria.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-gateway-shopping-centre,Gateway Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://gatewaynt.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-gepps-cross-shopping-centre,Gepps Cross Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://geppsxhomehq.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-gippsland-centre,Gippsland Centre,Australia,,,Not researched,Unknown,0,0,0,https://gippslandcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-goldfields-plaza,Goldfields Plaza,Australia,,,Not researched,Unknown,0,0,0,https://www.goldfieldsplaza.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-goulburn-square,Goulburn Square,Australia,,,Not researched,Unknown,0,0,0,https://www.goulburnsquare.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-granville-place-shopping-centre,Granville Place Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.granvilleplaceshopping.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-great-western-centre,Great Western Centre,Australia,,,Not researched,Unknown,0,0,0,https://greatwesterncentre.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-greenfield-shopping-village,Greenfield Shopping Village,Australia,,,Not researched,Unknown,0,0,0,https://www.gpsv.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-greenvale-shopping-centre,Greenvale Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.greenvaleshopping.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-greenway-wetherill-park,Greenway Wetherill Park,Australia,,,Not researched,Unknown,0,0,0,https://greenwaywetherillpark.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-greystanes-shopping-centre,Greystanes Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.greystanesshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-gympie-central,Gympie Central,Australia,,,Not researched,Unknown,0,0,0,https://www.gympiecentral.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-hallett-cove-shopping-centre,Hallett Cove Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.hallettcoveshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-harbour-town,Harbour Town,Australia,,,Not researched,Unknown,0,0,0,https://harbourtownadelaide.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-hawaiian-s-the-mezz,Hawaiian's The Mezz,Australia,,,Not researched,Unknown,0,0,0,https://www.hawaiian.com.au/the-mezz/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-highfields-village-shopping-centre,Highfields Village Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.highfieldsvillage.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-home-co-mornington,Home Co. Mornington,Australia,,,Not researched,Unknown,0,0,0,https://www.home-co.com.au/centre/home-consortium-mornington/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-home-consortium-south-morang,Home Consortium South Morang,Australia,,,Not researched,Unknown,0,0,0,https://www.home-co.com.au/centre/home-consortium-south-morang/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-homeco,HomeCo,Australia,,,Not researched,Unknown,0,0,0,https://www.home-co.com.au/centre/keysborough/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-homeco-way-171574637,HomeCo,Australia,,,Not researched,Unknown,0,0,0,https://www.home-co.com.au/centre/home-consortium-knoxfield/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-homeco-way-536334280,HomeCo,Australia,,,Not researched,Unknown,0,0,0,https://www.home-co.com.au/centre/home-consortium-penrith/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-homeco-way-536335852,HomeCo,Australia,,,Not researched,Unknown,0,0,0,https://www.home-co.com.au/centre/home-consortium-rutherford/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-homeco-peninsula,HomeCo. Peninsula,Australia,,,Not researched,Unknown,0,0,0,https://home-co.com.au/peninsula,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-hunt-club-village,Hunt Club Village,Australia,,,Not researched,Unknown,0,0,0,http://www.huntclub.com.au/shopping-centre,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-ivanhoe-plaza,Ivanhoe Plaza,Australia,,,Not researched,Unknown,0,0,0,https://ivanhoeplaza.com,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-jordan-springs-shopping-centre,Jordan Springs Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.jordanspringsshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-karingal-hub-shopping-centre,Karingal Hub Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://karingalhub.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-kellyville-village,Kellyville Village,Australia,,,Not researched,Unknown,0,0,0,http://ispt.net.au/properties/kellyville-village/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-kiama-village,Kiama Village,Australia,,,Not researched,Unknown,0,0,0,https://kiamavillage.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-kings-langley-shopping-centre,Kings Langley Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.kingslangleyshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-kingston-central-plaza,Kingston Central Plaza,Australia,,,Not researched,Unknown,0,0,0,https://kingstoncentralplaza.com/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-kingston-village-shopping-centre,Kingston Village Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.kingstonvillage.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-kippa-ring-shopping-centre,Kippa-Ring Shopping Centre,Australia,,Kippa-Ring,Partial,Unknown,0,0,0,https://kipparingshoppingcentre.qicre.com/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-lakeside-square-shopping-centre,Lakeside Square Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://lakesidesquare.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-lennox-village-shopping-centre,Lennox Village Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.lennoxvillage.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-leppington-village,Leppington Village,Australia,,,Not researched,Unknown,0,0,0,https://leppingtonvillage.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-liverpool-plaza,Liverpool Plaza,Australia,,,Not researched,Unknown,0,0,0,https://www.liverpoolplaza.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-majura-park,Majura Park,Australia,,,Not researched,Unknown,0,0,0,https://majuraparkshopping.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-mango-hill-market-place,Mango Hill Market Place,Australia,,,Not researched,Unknown,0,0,0,https://mangohillmarketplace.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-manor-lakes-central-shopping-centre,Manor Lakes Central Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://manorlakescentral.com,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-mareeba-square,Mareeba Square,Australia,,,Not researched,Unknown,0,0,0,https://www.mareebasquare.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-marriott-waters-shopping-centre,Marriott Waters Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,http://www.marriottwaters.com.au/marriott-waters-shopping-centre,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-marsden-park-home,Marsden Park Home,Australia,,,Not researched,Unknown,0,0,0,https://homehubmarsdenpark.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-mernda-junction-shopping-centre,Mernda Junction Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://merndajunction.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-merrifield-city-shopping-centre,Merrifield City Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://merrifieldcity.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-minto-marketplace,Minto Marketplace,Australia,,,Not researched,Unknown,0,0,0,https://www.mintomarketplace.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-mitchell-centre,Mitchell Centre,Australia,,Darwin City,Not researched,Unknown,0,0,0,http://www.mitchellcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-moonee-marketplace,Moonee Marketplace,Australia,,,Not researched,Unknown,0,0,0,https://mooneemarketplace.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-mornington-village-shopping-centre,Mornington Village Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://morningtonvillagesc.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-mount-sheridan-plaza,Mount Sheridan Plaza,Australia,,,Not researched,Unknown,0,0,0,https://mtsheridanplaza.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-mountain-gate-shopping-centre,Mountain Gate Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.mountaingateshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-mt-annan-central,Mt Annan Central,Australia,,,Not researched,Unknown,0,0,0,https://www.mtannancentral.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-mt-annan-marketplace,Mt Annan Marketplace,Australia,,,Not researched,Unknown,0,0,0,https://mtannanmarketplace.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-murray-bridge-green,Murray Bridge Green,Australia,,,Not researched,Unknown,0,0,0,https://murraybridgegreen.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-nerang-mall-shopping-centre,Nerang Mall Shopping Centre,Australia,,,Partial,Unknown,0,0,0,https://www.nerangmall.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-noosa-village-shopping-centre,Noosa Village Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://noosavillageshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-northern-beaches-central-shopping-centre,Northern Beaches Central Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.northernbeachescentral.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-northgate-shopping-centre,Northgate Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.northgatetamworth.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-northgate-village,Northgate Village,Australia,,,Not researched,Unknown,0,0,0,https://northgatevillage.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-nuggets-crossing-shopping-centre,Nuggets Crossing Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,http://www.nuggetscrossing.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-oran-park-podium,Oran Park Podium,Australia,,,Not researched,Unknown,0,0,0,https://oranparkpodium.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-pakenham-place-shopping-centre,Pakenham Place Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.pakenhamplace.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-paspaley-plaza,Paspaley Plaza,Australia,,,Not researched,Unknown,0,0,0,https://www.paspaleyplaza.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-pinewood-shopping-centre,Pinewood Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,http://pinewoodvillage.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-port-central-shopping-centre,Port Central Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.portcentralshopping.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-preston-market,Preston Market,Australia,,,Not researched,Unknown,0,0,0,https://www.prestonmarket.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-q-super-centre,Q Super Centre,Australia,,,Not researched,Unknown,0,0,0,https://qsupercentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-qv,QV,Australia,,,Not researched,Unknown,0,0,0,https://www.qv.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-redland-bay-shopping-village,Redland Bay Shopping Village,Australia,,,Not researched,Unknown,0,0,0,https://redlandbayshoppingvillage.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-regent-place,Regent Place,Australia,,,Not researched,Unknown,0,0,0,https://www.regentplace.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-renmark-square,Renmark Square,Australia,,,Not researched,Unknown,0,0,0,https://www.renmarksquare.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-riverlink-shopping-centre,Riverlink Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.riverlink.net.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-riverside-plaza,Riverside Plaza,Australia,,,Not researched,Unknown,0,0,0,https://www.riversideplazashepparton.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-rosemeadow-marketplace,Rosemeadow Marketplace,Australia,,,Not researched,Unknown,0,0,0,https://rosemeadowmarketplace.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-sanctuary-lakes-shopping-centre,Sanctuary Lakes Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,www.sanctuarylakesshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-skygate-dfo,Skygate DFO,Australia,,,Not researched,Unknown,0,0,0,https://skygate.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-somerville-shopping-centre,Somerville Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,http://www.somervillesc.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-spring-hill-shopping-centre,Spring Hill Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://shopatspringhill.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-st-ives-shopping-centre,St Ives Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://stivesgoodna.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-strathfield-plaza,Strathfield Plaza,Australia,,,Not researched,Unknown,0,0,0,https://www.strathfieldplaza.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-tamworth-shoppingworld,Tamworth Shoppingworld,Australia,,,Not researched,Unknown,0,0,0,https://www.tamworthshoppingworld.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-tarneit-central-shopping-centre,Tarneit Central Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://tarneitcentral.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-tarneit-gardens-shopping-centre,Tarneit Gardens Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://tarneitgardensshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-the-barracks,The Barracks,Australia,,,Not researched,Unknown,0,0,0,https://thebarracks.info/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-the-canopy-lane-cove,The Canopy Lane Cove,Australia,,,Not researched,Unknown,0,0,0,https://thecanopylanecove.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-the-district-docklands,The District Docklands,Australia,,,Not researched,Unknown,0,0,0,https://www.thedistrictdocklands.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-the-heritage-shopping-centre,The Heritage Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://theheritagesc.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-the-links,The Links,Australia,,,Not researched,Unknown,0,0,0,https://pellicano.com.au/thelinks/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-the-village-warralily,The Village Warralily,Australia,,,Not researched,Unknown,0,0,0,https://villagewarralily.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-the-local-village-carrum-downs,The local village @ Carrum Downs,Australia,,,Not researched,Unknown,0,0,0,www.thelocalvillage.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-thornleigh-marketplace,Thornleigh Marketplace,Australia,,,Not researched,Unknown,0,0,0,https://www.thornleighmarketplace.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-traralgon-centre-plaza,Traralgon Centre Plaza,Australia,,,Not researched,Unknown,0,0,0,https://traralgoncentreplaza.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-tribeca-village,Tribeca Village,Australia,,,Not researched,Unknown,0,0,0,https://www.facebook.com/tribecavillage3030/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-university-hill-town-centre,University Hill Town Centre,Australia,,,Not researched,Unknown,0,0,0,http://www.universityhill.com.au/retail.html,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-waratah-village-shopping-centre,Waratah Village Shopping Centre,Australia,,Waratah,Not researched,Unknown,0,0,0,https://waratahvillage.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-welland-plaza-shopping-centre,Welland Plaza Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://wellandplaza.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-wellard-square,Wellard Square,Australia,,,Not researched,Unknown,0,0,0,https://wellardsquare.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-westridge-shopping-centre,Westridge Shopping Centre,Australia,,Kearneys Spring,Not researched,Unknown,0,0,0,https://www.westridgeshoppingcentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-westside-plaza,Westside Plaza,Australia,,,Not researched,Unknown,0,0,0,https://www.sentinelpg.com.au/properties/westside-plaza/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-wheelers-hill-shopping-centre,Wheelers Hill Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,http://www.whbc.com.au/?page=shopping,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-winnellie-shopping-centre,Winnellie Shopping Centre,Australia,,,Not researched,Unknown,0,0,0,https://www.winnellieshoppingcentre.com/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-woodcroft-shopping-village,Woodcroft Shopping Village,Australia,,,Not researched,Unknown,0,0,0,https://www.woodcroftvillage.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-unknown-yeerongpilly-green-riverside-village,Yeerongpilly Green Riverside Village,Australia,,,Not researched,Unknown,0,0,0,https://www.ygriverside.com.au/village/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-nsw-cherrybrook-village-shopping-centre,Cherrybrook Village Shopping Centre,Australia,NSW,Cherrybrook,Not researched,Unknown,0,0,0,https://www.cherrybrookvillage.com.au,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-qld-bli-bli-village-river-markets,Bli Bli Village River Markets,Australia,QLD,Bli Bli,Not researched,Unknown,0,0,0,https://bliblivillage.com.au/river-markets/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-qld-capalaba-central-shopping-centre,Capalaba Central Shopping Centre,Australia,QLD,Capalaba,Not researched,Unknown,0,0,0,https://www.capalabacentral.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-qld-market-square-deception-bay,Market Square Deception Bay,Australia,QLD,Deception Bay,Not researched,Unknown,0,0,0,https://mktdeceptionbay.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-qld-westlands-plaza,Westlands Plaza,Australia,QLD,Roma,Not researched,Unknown,0,0,0,https://westlandsplaza.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-tas-channel-court-shopping-centre,Channel Court Shopping Centre,Australia,TAS,Kingston,Not researched,Unknown,0,0,0,https://www.channelcourt.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-vic-cairnlea-town-centre,Cairnlea Town Centre,Australia,VIC,Cairnlea,Not researched,Unknown,0,0,0,https://cairnleatowncentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-vic-civic-square-shopping-centre,Civic Square Shopping Centre,Australia,VIC,Croydon,Not researched,Unknown,0,0,0,https://www.civicsquareshopping.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-vic-homeco,HomeCo,Australia,VIC,Braybrook,Not researched,Unknown,0,0,0,https://www.home-co.com.au/centre/home-consortium-braybrook/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-vic-springvale-homemaker-centre,Springvale Homemaker Centre,Australia,VIC,Springvale,Not researched,Unknown,0,0,0,https://springvalehomemakercentre.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P3,place-au-wa-bentley-plaza,Bentley Plaza,Australia,WA,Bentley,Not researched,Unknown,0,0,0,https://www.bentleyplaza.com.au/,Mapped named-network tenancy or official venue source provides a practical research starting point
P4,place-au-nsw-cronulla-mall,Cronulla Mall,Australia,NSW,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-nsw-hcf-eyecare-centres,HCF Eyecare Centres,Australia,NSW,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-nsw-rose-bay-eyecare-centre,Rose Bay Eyecare Centre,Australia,NSW,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-nsw-teachers-health-centre-parramatta,Teachers Health Centre Parramatta,Australia,NSW,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-vic-coltman-plaza,Coltman Plaza,Australia,VIC,Lucas,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-vic-fitzroy-north-eye-centre,Fitzroy North Eye Centre,Australia,VIC,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-vic-oakleigh-eye-centre,Oakleigh Eye Centre,Australia,VIC,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-vic-the-centreway,The Centreway,Australia,VIC,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-vic-whitehorse-optical-centre,Whitehorse Optical Centre,Australia,VIC,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-vic-yarra-junction-optical,Yarra Junction Optical,Australia,VIC,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-au-wa-eye-junction,Eye Junction,Australia,WA,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-nz-auckland-vision-centre,Vision Centre,New Zealand,Auckland,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-nz-southland-southland-eye-specialists,Southland Eye Specialists,New Zealand,Southland,Windsor,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
P4,place-nz-taranaki-taranaki-eye-centre,Taranaki Eye Centre,New Zealand,Taranaki,,Not researched,Unknown,0,0,1,,Broad-registry centre with no mapped named-network tenancy or official venue source yet
